Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
TUBGCP5,0.086063,-1.814970718,0.073174,-1.888306085,0.073335367
PARVG,0.999996,0.506061831,0.999998,0.432736455,0.073325376
MAGED2,0.999996,-0.345019985,0.999998,-0.418326261,0.073306276
C12orf73,0.999996,0.464945752,0.999998,0.391724112,0.073221641
MRGPRX3,0.999996,-0.052072102,0.999998,-0.125267581,0.073195479
POMGNT2,0.999996,0.213699073,0.999998,0.140503879,0.073195194
SORCS2,0.999996,-0.068307319,0.999998,-0.141491575,0.073184256
SMG9,0.96101,-0.372261802,0.999998,-0.445410645,0.073148843
CR1L,0.999996,0.144660692,0.999998,0.071534855,0.073125837
PCDHGA8,0.999996,0.197560234,0.999998,0.124464635,0.073095599
GET4,0.999996,-0.19236643,0.999998,-0.265458997,0.073092567
SUN5,0.999996,0.268638076,0.999998,0.195546115,0.073091961
BAG5,0.999996,0.211682338,0.999998,0.138598409,0.073083929
DENND5B,0.999996,0.408379962,0.999998,0.335403259,0.072976703
FAM3B,0.999996,-0.424423506,0.999998,-0.4972728,0.072849294
DCAF8,0.999996,0.444877555,0.999998,0.372189376,0.072688179
RSPH10B2,0.888779,-0.249995981,0.999998,-0.32268137,0.07268539
ANKRD13B,0.999996,-0.024855805,0.999998,-0.097442996,0.072587191
BCL6B,0.999996,-0.28406257,0.999998,-0.356640259,0.072577689
RNF4,0.999996,0.203958201,0.333825,0.131425257,0.072532944
NCEH1,0.999996,-0.327920417,0.999998,-0.400400584,0.072480166
MCMBP,0.075429,-0.276239076,0.050051,-0.348703185,0.072464109
SAA1,0.999996,0.487779651,0.999998,0.415419813,0.072359838
TRABD2B,0.999996,0.052811198,0.999998,-0.019522019,0.072333217
DGCR6,0.999996,-0.020447405,0.999998,-0.092764389,0.072316985
MKX,0.999996,0.302491332,0.999998,0.230186509,0.072304823
C17orf49,0.999996,-0.470281206,0.999998,-0.542584183,0.072302977
CCND2,0.399628,-0.601960922,0.448517,-0.674242375,0.072281452
INHBC,0.999996,0.007255155,0.999998,-0.064936907,0.072192061
PDGFA,0.999996,-0.009603895,0.999998,-0.081781161,0.072177266
GNG5,0.648605,-0.362433623,0.999998,-0.434546081,0.072112457
ANGPTL7,0.999996,-0.007472349,0.999998,-0.079515128,0.072042779
CCDC121,0.999996,-0.055754461,0.999998,-0.127778375,0.072023914
LANCL2,0.999996,0.059632947,0.999998,-0.012379324,0.072012271
GRTP1,0.999996,-0.055247213,0.999998,-0.127215731,0.071968518
MPHOSPH6,0.999996,-0.396035987,0.999998,-0.467989582,0.071953595
ENPP6,0.999996,0.424422663,0.999998,0.352482721,0.071939942
APOC1,0.999996,-0.048363617,0.999998,-0.120275488,0.071911871
MAP3K7CL,0.999996,0.378729221,0.999998,0.306818967,0.071910254
HPCAL1,0.999996,0.33273749,0.999998,0.260947239,0.071790252
CBY3,0.999996,-0.259051012,0.999998,-0.330700107,0.071649095
BACE2,0.999996,0.125008494,0.999998,0.053489075,0.071519419
TEPP,0.999996,-0.110937327,0.999998,-0.182440517,0.07150319
ACAP2,0.999996,0.184081147,0.999998,0.112604787,0.07147636
UNC5C,0.927783,-0.288396329,0.999998,-0.359871201,0.071474872
HIST1H2BO,0.999996,-0.129329717,0.999998,-0.200803305,0.071473588
ZBED4,0.999996,0.274204209,0.905084,0.202781745,0.071422463
THAP3,0.999996,0.173109877,0.999998,0.101727855,0.071382021
HIST1H4E,0.999996,0.030639033,0.999998,-0.040732483,0.071371516
TMEM132D,0.999996,-0.235542794,0.999998,-0.306902224,0.07135943
PLAG1,0.999996,0.005594991,0.999998,-0.065674667,0.071269658
CLEC4E,0.999996,0.198741189,0.999998,0.127475118,0.071266072
ZSWIM6,0.999996,0.052959797,0.999998,-0.018290382,0.071250179
IL23A,0.999996,0.16441246,0.999998,0.093198647,0.071213813
POLDIP3,0.999996,0.127929896,0.999998,0.056839353,0.071090543
TSPAN1,0.999996,-0.081690291,0.999998,-0.152778658,0.071088367
PYURF,0.842384,-0.254490611,0.928321,-0.325505386,0.071014775
SCCPDH,0.999996,0.284278793,0.999998,0.213274433,0.07100436
KRT37,0.999996,-0.148968391,0.999998,-0.219814785,0.070846394
SRP19,0.154114,-1.325793696,0.319178,-1.396623828,0.070830132
RAB32,0.999996,0.377325846,0.999998,0.306501183,0.070824663
EGLN2,0.999996,-0.257610378,0.999998,-0.328419401,0.070809023
TMEM211,0.999996,-0.533754581,0.941219,-0.604551739,0.070797158
CADM1,0.999996,0.463742184,0.999998,0.392979609,0.070762575
ARHGAP8,0.999996,0.083651033,0.999998,0.012897656,0.070753377
RPLP2,0.245278,-1.295906222,0.710026,-1.366618175,0.070711953
PIK3AP1,0.999996,0.275913815,0.999998,0.205219554,0.070694261
ZNF410,0.999996,-0.290176497,0.999998,-0.360840447,0.07066395
ZDHHC13,0.999996,-0.397703692,0.999998,-0.468355108,0.070651416
FAH,0.999996,0.05140486,0.999998,-0.019197927,0.070602787
EXD1,0.999996,-0.07217073,0.999998,-0.142709755,0.070539025
CREB3L1,0.999996,-0.304687194,0.999998,-0.375223926,0.070536732
RDX,0.999996,0.06642624,0.999998,-0.004030402,0.070456641
ARHGEF16,0.999996,0.299225451,0.999998,0.228791488,0.070433963
ZSCAN18,0.999996,-0.064791481,0.999998,-0.135215511,0.07042403
CLCNKB,0.999996,-0.248044951,0.999998,-0.318438896,0.070393946
SLC27A5,0.999996,-0.2712476,0.999998,-0.341588918,0.070341318
KCNK10,0.999996,0.429341724,0.999998,0.359060661,0.070281064
CD46,0.999996,0.592566172,0.999998,0.522415125,0.070151047
TSPY8,0.999996,0.179621157,0.999998,0.109490157,0.070131
STK31,0.999996,0.163777212,0.999998,0.093667429,0.070109783
TNFSF13B,0.999996,0.549172033,0.999998,0.47908774,0.070084293
GNB2,0.999996,-0.087929054,0.999998,-0.157973462,0.070044409
TSSK4,0.999996,0.113657735,0.999998,0.043652158,0.070005577
PPIL6,0.999996,0.267578777,0.999998,0.197586433,0.069992344
ARPC1B,0.999996,-0.013189327,0.999998,-0.083165661,0.069976334
HIST1H2AM,0.999996,-0.139996309,0.999998,-0.209912797,0.069916489
IL12A,0.999996,-0.187059009,0.999998,-0.256946143,0.069887134
CRYBA2,0.952799,-0.103831899,0.982215,-0.173702098,0.069870199
MED29,0.259294,-1.853659161,0.356151,-1.923528983,0.069869823
ANTXR2,0.999996,0.481887875,0.999998,0.412024728,0.069863146
CCDC30,0.999996,0.251684413,0.999998,0.181857739,0.069826674
CCL20,0.999996,0.407955869,0.999998,0.338130448,0.069825421
KCNT2,0.999996,0.404794789,0.999998,0.335052684,0.069742105
ARAF,0.999996,0.330353788,0.999998,0.260614145,0.069739643
AURKC,0.999996,0.388949847,0.999998,0.319240099,0.069709748
PON1,0.999996,0.384552392,0.999998,0.314852007,0.069700385
TNRC6C,0.999996,-0.00662323,0.999998,-0.076313192,0.069689962
NPTN,0.999996,0.378261663,0.999998,0.30860284,0.069658823
MAGEH1,0.999996,0.305580207,0.999998,0.235925846,0.069654362
CYB561D2,0.999996,-0.218655732,0.999998,-0.288277764,0.069622032
CEBPD,0.964192,-0.097179821,0.999998,-0.166753592,0.069573771
FAM132A,0.999996,0.244253944,0.999998,0.174687926,0.069566018
C4orf46,0.999996,-1.125909685,0.999998,-1.195422108,0.069512423
RAB33B,0.999996,0.194330036,0.999998,0.124822331,0.069507705
TMEM25,0.999996,0.300373802,0.999998,0.230873819,0.069499983
PLK4,0.88282,-0.749904141,0.508671,-0.819390885,0.069486744
ABHD14B,0.999996,-0.307066709,0.999998,-0.376420859,0.06935415
VAMP3,0.999996,0.026463743,0.999998,-0.042853106,0.069316848
SLX4,0.999996,-0.436904216,0.999998,-0.506176491,0.069272275
FAM25C,0.6822,-1.148250719,0.560417,-1.21742071,0.069169991
SRRM4,0.999996,0.234418619,0.999998,0.165255933,0.069162686
STIM1,0.999996,-0.29653587,0.999998,-0.365697306,0.069161436
KIAA0100,0.091399,-0.724164606,0.519755,-0.79332191,0.069157303
UGT1A9,0.999996,0.191909469,0.999998,0.122757015,0.069152454
POMP,0.999996,-1.360311395,0.890546,-1.429421597,0.069110203
GPR87,0.999996,0.815830646,0.999998,0.746755263,0.069075383
SWSAP1,0.999996,0.036422079,0.999998,-0.03261445,0.069036529
NUP54,0.340508,-1.486111571,0.323472,-1.555132418,0.069020847
CHD5,0.999996,-0.2416509,0.999998,-0.310662315,0.069011415
DMWD,0.293726,-0.92205285,0.80099,-0.991033087,0.068980237
UBL3,0.999996,0.150485956,0.999998,0.081525468,0.068960488
JMY,0.999996,0.068075491,0.999998,-0.000796288,0.068871779
LILRB3,0.999996,-0.058761823,0.581246,-0.127522936,0.068761113
HSFX2,0.999996,0.126257801,0.999998,0.057620101,0.0686377
ZXDC,0.999996,0.269661495,0.999998,0.201029666,0.068631828
ZNF280D,0.999996,-0.04690069,0.999998,-0.115522891,0.068622201
CXCL5,0.999996,0.062751532,0.999998,-0.005867046,0.068618577
KIAA1737,0.999996,0.234466044,0.999998,0.165893906,0.068572139
SLC25A23,0.999996,0.162751164,0.999998,0.094188212,0.068562952
KRTAP5-9,0.999996,0.139057937,0.999998,0.070523819,0.068534118
FGF22,0.999996,-0.339589596,0.999998,-0.408121938,0.068532342
LILRB5,0.999996,0.066688776,0.999998,-0.001822077,0.068510853
G6PC3,0.999996,0.195263456,0.999998,0.126766517,0.06849694
DSC2,0.999996,0.389589021,0.999998,0.321099483,0.068489537
SART1,0.020541,-2.590021033,0.01337,-2.658483503,0.06846247
MAPK1,0.888625,-0.058851782,0.999998,-0.12728596,0.068434178
CCT8L2,0.999996,-0.052541789,0.999998,-0.120858796,0.068317007
ZNF699,0.999996,-0.310223325,0.999998,-0.37850694,0.068283615
SNRPB,0.875866,-0.428318458,0.999998,-0.496548573,0.068230116
WIBG,0.324854,0.201880423,0.105713,0.133694583,0.068185841
ACTN2,0.999996,0.37124527,0.999998,0.303080453,0.068164817
C5orf60,0.999996,0.283107916,0.999998,0.215085263,0.068022653
CLLU1OS,0.999996,0.042515995,0.999998,-0.025504447,0.068020442
SALL3,0.999996,0.298623792,0.999998,0.230640611,0.067983181
RNASE6,0.999996,0.078558387,0.999998,0.010609347,0.06794904
TCEB3C,0.999996,-0.517254626,0.877375,-0.585197543,0.067942917
CPAMD8,0.999996,-0.04838351,0.999998,-0.116295167,0.067911658
VPS33A,0.914271,-0.847240464,0.999998,-0.915039756,0.067799292
HMOX2,0.999996,-0.197061056,0.999998,-0.264841886,0.06778083
NAALAD2,0.999996,-1.17514342,0.999998,-1.242911838,0.067768418
SMCP,0.999996,0.414745804,0.999998,0.347032088,0.067713716
CLEC9A,0.999996,0.655157024,0.999998,0.587456356,0.067700669
AKR1C2,0.999996,0.104244892,0.999998,0.036583976,0.067660916
TRIM63,0.999996,0.200725325,0.999998,0.133086603,0.067638722
PKP2,0.999996,-0.130285893,0.999998,-0.197917218,0.067631326
FOXD4L3,0.094017,-1.48650928,0.059152,-1.554136837,0.067627557
FAM25B,0.111713,-1.52869659,0.099123,-1.596309099,0.067612509
FCGR1A,0.999996,-0.521492535,0.999998,-0.589090392,0.067597857
LECT2,0.999996,0.214152452,0.999998,0.146567433,0.067585019
MAGI2,0.999996,-0.114559588,0.999998,-0.182126183,0.067566595
BMPR2,0.999996,0.022372432,0.999998,-0.045140549,0.067512981
HHIPL2,0.999996,0.378814705,0.999998,0.311308967,0.067505738
HOXC6,0.999996,0.24665879,0.999998,0.17922571,0.067433081
PAPOLG,0.999996,0.003749475,0.999998,-0.063674833,0.067424308
KRT18,0.999996,0.337349094,0.999998,0.269938144,0.06741095
ZNF385B,0.999996,0.16807638,0.999998,0.100674208,0.067402171
C12orf54,0.999996,-0.02196311,0.999998,-0.089364881,0.067401771
PCYOX1,0.999996,0.373059148,0.999998,0.305677677,0.06738147
ABCA12,0.999996,0.394920279,0.999998,0.327593361,0.067326918
GLYATL2,0.999996,0.41138575,0.999998,0.344127525,0.067258225
SPEG,0.999996,-0.09383812,0.999998,-0.16108883,0.06725071
BRSK1,0.999996,0.139215662,0.999998,0.072081944,0.067133718
PAM16,0.016637,0.282867842,0.020128,0.215832288,0.067035554
HRCT1,0.189572,-1.10471967,0.277466,-1.171731679,0.067012009
TENM1,0.999996,0.196877226,0.999998,0.129875976,0.06700125
ZNF592,0.999996,-0.019803606,0.999998,-0.086777783,0.066974177
SIRPB2,0.99975,-0.30009507,0.999998,-0.367029827,0.066934757
CRISP3,0.999996,0.398618105,0.999998,0.331704644,0.06691346
SECISBP2L,0.999996,0.380711541,0.999998,0.313889774,0.066821767
LRRC49,0.999996,0.080742544,0.999998,0.013945379,0.066797165
RUNX3,0.999996,-0.346419601,0.840362,-0.4131862,0.066766599
DUSP12,0.999996,-0.071495526,0.999998,-0.138224917,0.066729391
ZACN,0.999996,0.495135146,0.999998,0.428448296,0.066686849
NME5,0.999996,-1.132134205,0.999998,-1.198820023,0.066685818
DCAF4L1,0.999996,-0.183924905,0.999998,-0.250590084,0.066665179
TMED7,0.999996,0.146850234,0.999998,0.080189392,0.066660842
XRCC1,0.36971,0.078460947,0.642264,0.011812382,0.066648565
EPX,0.999996,-0.024162754,0.999998,-0.090797154,0.066634399
IPO7,0.206169,-1.577468224,0.221814,-1.644060656,0.066592432
MSI2,0.999996,-0.015570503,0.999998,-0.082018725,0.066448222
TAF15,0.209644,-1.868500412,0.588351,-1.934931273,0.066430862
CHDH,0.999996,0.286471852,0.999998,0.220057394,0.066414458
POP4,0.409822,-2.184511079,0.201527,-2.250904717,0.066393638
MC4R,0.999996,0.00297027,0.999998,-0.063386845,0.066357116
SRMS,0.999996,-0.150697941,0.999998,-0.217035295,0.066337354
ST8SIA5,0.999996,-0.005241837,0.999998,-0.071578922,0.066337085
PTER,0.999996,0.459845904,0.999998,0.393551127,0.066294777
PRKG2,0.999996,0.259267915,0.999998,0.193033171,0.066234744
PABPC1L,0.908477,0.27827321,0.955508,0.212089083,0.066184127
GRIPAP1,0.87447,-0.751712141,0.867275,-0.817866537,0.066154396
RB1CC1,0.999996,0.120229171,0.410194,0.054102415,0.066126756
GCH1,0.999996,-0.044223716,0.999998,-0.110245454,0.066021739
PHF10,0.999996,0.555414919,0.999998,0.489399271,0.066015648
FBXL17,0.990043,-0.513156918,0.999998,-0.579147319,0.065990401
ZBTB4,0.999996,-0.087286112,0.999998,-0.153251613,0.065965502
UBA1,0.039521,0.416352568,0.019977,0.350400815,0.065951753
REST,0.999996,-0.184338122,0.999998,-0.250258072,0.06591995
AKR1A1,0.999996,-0.161914129,0.999998,-0.227827269,0.06591314
CALHM1,0.999996,-0.125598007,0.999998,-0.191462908,0.065864902
GPNMB,0.772225,-0.59957762,0.999998,-0.665343064,0.065765444
KRTAP4-8,0.023927,-0.065758796,0.079359,-0.131516463,0.065757666
TESK1,0.999996,0.10947028,0.999998,0.043720442,0.065749837
WDR92,0.999996,0.031666757,0.999998,-0.034058458,0.065725215
USP8,0.999996,-0.235649925,0.999998,-0.301336232,0.065686307
C9orf69,0.999996,-0.096585166,0.999998,-0.16224959,0.065664424
PNPLA7,0.346066,-0.857552332,0.623342,-0.923169644,0.065617312
CRTAM,0.999996,0.287883531,0.999998,0.222270255,0.065613277
HTT,0.963197,0.164552358,0.861987,0.098944281,0.065608077
QSOX1,0.999996,-0.619825302,0.999998,-0.685323218,0.065497917
FREM3,0.999996,0.161567086,0.999998,0.096079497,0.065487589
EDIL3,0.999996,0.369425732,0.999998,0.303956281,0.065469451
DDT,0.999996,-0.379947522,0.999998,-0.445377655,0.065430133
FAIM,0.999996,0.503347269,0.999998,0.437928828,0.065418441
UGT3A1,0.999996,0.278201203,0.999998,0.212843681,0.065357522
NBAS,0.999996,0.058989786,0.574935,-0.006345082,0.065334868
GSTZ1,0.999996,0.256516889,0.999998,0.191194419,0.06532247
CDC40,0.152943,-1.690077399,0.147737,-1.755374992,0.065297594
SPATA31E1,0.947848,-0.695992576,0.999998,-0.761250199,0.065257623
EPOR,0.999996,0.36906609,0.999998,0.303841466,0.065224625
RNASE1,0.999996,0.443927271,0.999998,0.378751933,0.065175339
SNX24,0.999996,0.273380321,0.999998,0.208226105,0.065154216
GAL3ST1,0.999996,-0.176974609,0.999998,-0.242068934,0.065094325
PTAFR,0.999996,0.388766266,0.999998,0.323683424,0.065082842
C1orf85,0.999996,0.036632947,0.999998,-0.02835923,0.064992177
NT5E,0.999996,0.171980706,0.999998,0.107030747,0.06494996
NKTR,0.999996,0.47946221,0.999998,0.414576529,0.064885681
FZD8,0.999996,-0.107267816,0.999998,-0.17209165,0.064823833
CATSPERD,0.999996,-0.225725526,0.999998,-0.290509327,0.064783801
CRHBP,0.999996,0.406420048,0.999998,0.34164184,0.064778209
SCAPER,0.999996,0.04673062,0.999998,-0.018025892,0.064756512
ERCC1,0.080989,-1.057412434,0.065401,-1.122161099,0.064748665
OAS1,0.999996,0.117448282,0.999998,0.052705931,0.064742351
LYRM9,0.999996,-0.933252173,0.999998,-0.997988862,0.06473669
WWC1,0.999996,0.015409699,0.999998,-0.049325036,0.064734734
GUCY1B3,0.999996,0.557368578,0.999998,0.492674206,0.064694372
C3orf35,0.999996,0.258715704,0.999998,0.194136292,0.064579412
DYDC1,0.999996,-0.023165839,0.999998,-0.08773832,0.064572481
CMTM6,0.999996,-0.056007451,0.999998,-0.120491253,0.064483802
MYO1E,0.999996,-0.245796033,0.999998,-0.310248676,0.064452643
XAGE3,0.96101,-0.26446332,0.804492,-0.328829963,0.064366643
ATAD2,0.999996,0.324800929,0.999998,0.260442093,0.064358836
SLC9A2,0.999996,0.193693996,0.999998,0.129416384,0.064277613
PCYT1B,0.999996,-0.005069361,0.999998,-0.069308917,0.064239555
NUP50,0.56475,-1.173523687,0.324447,-1.23773803,0.064214343
GAD1,0.999996,0.182859374,0.999998,0.118657983,0.064201391
CTSH,0.999996,-0.235583708,0.999998,-0.299755174,0.064171466
HELT,0.999996,0.315967178,0.999998,0.251804104,0.064163075
C2orf88,0.999996,0.287293325,0.999998,0.223173132,0.064120193
MYLK3,0.523008,0.310884616,0.920487,0.246802485,0.064082131
ZNF428,0.999996,-0.335360426,0.999998,-0.39938417,0.064023744
LFNG,0.999996,0.223284584,0.999998,0.159274387,0.064010196
BCL11A,0.999996,0.345376423,0.999998,0.281400186,0.063976238
KRTAP4-7,0.04541,-1.361595074,0.108972,-1.425544112,0.063949038
RASGRF2,0.999996,-0.022892227,0.999998,-0.086793468,0.063901241
DMRT1,0.999996,-0.223468646,0.861864,-0.287349246,0.063880599
BAG1,0.999996,0.310071983,0.999998,0.24624083,0.063831153
PAPD7,0.999996,0.219576752,0.999998,0.1557607,0.063816052
GSC,0.999996,0.458828567,0.999998,0.395015212,0.063813356
ARC,0.999996,0.078077149,0.999998,0.014348961,0.063728187
ULK2,0.999996,0.039079044,0.999998,-0.024615706,0.06369475
LRRC27,0.999996,0.247325067,0.999998,0.183640251,0.063684816
BYSL,0.013144,-1.991559898,0.021477,-2.05517274,0.063612843
NLGN3,0.999996,0.28702942,0.999998,0.223448568,0.063580852
NOXO1,0.999996,0.353793598,0.999998,0.290233411,0.063560187
ATG2B,0.999996,0.1706962,0.999998,0.107172191,0.063524008
USPL1,0.999996,0.411765394,0.999998,0.348314579,0.063450816
ZFP62,0.999996,0.243985709,0.999998,0.180538443,0.063447266
MED15,0.681896,-0.181420274,0.934337,-0.244841137,0.063420863
WDR36,0.136847,0.213139042,0.109009,0.149762175,0.063376867
CCDC102B,0.999996,0.171380731,0.999998,0.108019045,0.063361686
DIRC2,0.999996,-0.228832234,0.999998,-0.292193134,0.063360899
TPGS2,0.999996,0.173157548,0.999998,0.109852891,0.063304657
SPPL2A,0.999996,0.236277563,0.999998,0.173044988,0.063232575
ZNF605,0.999996,-0.514669247,0.999998,-0.5778434,0.063174153
CHRNA7,0.999996,0.258401943,0.999998,0.195265553,0.06313639
RICTOR,0.96101,-0.120399007,0.506186,-0.183440549,0.063041543
SPATS1,0.999996,-0.222250172,0.999998,-0.285259327,0.063009156
TMEM216,0.999996,0.209675076,0.999998,0.14667793,0.062997146
CDX4,0.999996,0.27851898,0.999998,0.2155495,0.06296948
FAM219A,0.999996,-0.096431955,0.999998,-0.159357941,0.062925986
NCCRP1,0.999996,-0.060881798,0.999998,-0.123783789,0.062901991
40430,0.999996,0.217897878,0.999998,0.155029867,0.062868012
ZDHHC11,0.999996,-0.300669528,0.999998,-0.363510263,0.062840735
KRT33B,0.999996,0.203181708,0.999998,0.140425264,0.062756445
HS3ST3A1,0.762296,-0.278633603,0.939199,-0.341386557,0.062752955
MAGOHB,0.98582,0.17871463,0.999998,0.115974764,0.062739866
HIST1H2AJ,0.046478,-1.172623727,0.043887,-1.235320944,0.062697217
ACOT8,0.999996,-0.181934825,0.999998,-0.244627945,0.06269312
AGAP5,0.589725,-1.025985483,0.46451,-1.088678461,0.062692978
SLC35A5,0.999996,0.329055303,0.999998,0.266392711,0.062662592
CDK20,0.999996,0.178604668,0.999998,0.116011517,0.062593151
FXYD6,0.999996,-0.088181421,0.999998,-0.150703467,0.062522046
DHCR24,0.999996,0.28895379,0.999998,0.226434446,0.062519344
THAP8,0.999996,0.033584879,0.999998,-0.028925942,0.062510821
CLTCL1,0.999996,0.27783981,0.999998,0.215360525,0.062479285
EPSTI1,0.999996,-0.179885532,0.999998,-0.242327157,0.062441625
LYG1,0.999996,0.220561579,0.999998,0.158169251,0.062392329
PMEPA1,0.999996,0.148855521,0.999998,0.086468593,0.062386928
TCF15,0.999996,0.393457718,0.999998,0.331128354,0.062329364
PBK,0.999996,0.146256188,0.999998,0.083967294,0.062288895
C7orf49,0.68089,-1.299770353,0.460725,-1.36201136,0.062241007
RGL4,0.999996,0.159468274,0.999998,0.097253906,0.062214368
KLHL17,0.999996,-0.033667091,0.999998,-0.095873855,0.062206764
UMODL1,0.999996,0.080808585,0.999998,0.018617712,0.062190872
RTN2,0.999996,-0.223687393,0.999998,-0.285858537,0.062171145
ADCYAP1R1,0.999996,0.124326119,0.999998,0.062167981,0.062158138
SMCO3,0.999996,0.385959658,0.999998,0.323805644,0.062154015
DDRGK1,0.999996,-0.156071619,0.999998,-0.218224015,0.062152396
MYADML2,0.999996,0.519919294,0.999998,0.457789153,0.062130142
SPINT2,0.999996,0.08796563,0.999998,0.025899399,0.062066231
CELSR2,0.999996,0.068069145,0.999998,0.006016388,0.062052757
RPL14,0.232513,-1.898940936,0.219478,-1.960957828,0.062016892
ONECUT1,0.999996,-0.188917604,0.999998,-0.250923728,0.062006124
FUT7,0.999996,0.023805886,0.999998,-0.038166419,0.061972306
WDR48,0.999996,0.458098981,0.999998,0.396151029,0.061947951
C9orf50,0.999996,0.189764144,0.999998,0.127844795,0.061919349
C14orf28,0.999996,0.303501069,0.999998,0.241615385,0.061885685
PRPH,0.999996,-0.178555259,0.999998,-0.240377622,0.061822363
FAM155A,0.838337,-0.403263675,0.651807,-0.465021084,0.06175741
APBA3,0.999996,0.084004085,0.999998,0.022252615,0.06175147
THBS2,0.999996,0.47688491,0.999998,0.415146769,0.061738141
ARL5B,0.999996,0.104544506,0.999998,0.042848351,0.061696154
ATP8B1,0.999996,0.496846388,0.999998,0.435175969,0.06167042
NPM1,0.382135,0.113210142,0.233866,0.051566246,0.061643896
VWCE,0.999996,0.359379671,0.999998,0.297782293,0.061597379
C9orf135,0.999996,0.271835971,0.999998,0.210339185,0.061496785
PCDHA10,0.974401,-0.027333411,0.999998,-0.088820477,0.061487065
